AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0114KG70252,BARKING & DAGENHAM,16,545360,183010,2,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70253,BARKING & DAGENHAM,16,544590,183100,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70253,BARKING & DAGENHAM,16,544590,183100,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70255,BARKING & DAGENHAM,16,548980,186890,1,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70257,BARKING & DAGENHAM,16,543540,183970,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70257,BARKING & DAGENHAM,16,543540,183970,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70258,BARKING & DAGENHAM,16,547400,185170,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114KG70259,BARKING & DAGENHAM,16,548580,187940,2,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70259,BARKING & DAGENHAM,16,548580,187940,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70260,BARKING & DAGENHAM,16,548810,186580,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70261,BARKING & DAGENHAM,16,546260,183630,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70262,BARKING & DAGENHAM,16,548140,188090,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70263,BARKING & DAGENHAM,16,543950,184410,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70264,BARKING & DAGENHAM,16,545310,185100,3,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114KG70264,BARKING & DAGENHAM,16,545310,185100,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70264,BARKING & DAGENHAM,16,545310,185100,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70265,BARKING & DAGENHAM,16,545720,182790,2,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70265,BARKING & DAGENHAM,16,545720,182790,1,2 Passenger,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70266,BARKING & DAGENHAM,16,548170,183560,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70267,BARKING & DAGENHAM,16,549600,185770,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70268,BARKING & DAGENHAM,16,544440,184320,1,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114KG70269,BARKING & DAGENHAM,16,547850,186220,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70270,BARKING & DAGENHAM,16,548470,186880,1,3 Pedestrian,2 Female,0-15,12,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70272,BARKING & DAGENHAM,16,545270,185060,3,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70272,BARKING & DAGENHAM,16,545270,185060,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70272,BARKING & DAGENHAM,16,545270,185060,2,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70273,BARKING & DAGENHAM,16,544890,183800,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70273,BARKING & DAGENHAM,16,544890,183800,2,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70274,BARKING & DAGENHAM,16,545700,183960,1,1 Driver/Rider,1 Male,25-59,44,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70275,BARKING & DAGENHAM,16,549070,184390,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70276,BARKING & DAGENHAM,16,546400,183090,1,3 Pedestrian,2 Female,0-15,9,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70277,BARKING & DAGENHAM,16,549060,185780,1,3 Pedestrian,2 Female,25-59,54,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114KG70278,BARKING & DAGENHAM,16,548560,188100,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70279,BARKING & DAGENHAM,16,548410,188080,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70281,BARKING & DAGENHAM,16,547650,183600,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70282,BARKING & DAGENHAM,16,548840,187240,2,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70282,BARKING & DAGENHAM,16,548840,187240,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70283,BARKING & DAGENHAM,16,546580,184070,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70283,BARKING & DAGENHAM,16,546580,184070,2,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70284,BARKING & DAGENHAM,16,547020,183610,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70285,BARKING & DAGENHAM,16,548720,183100,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114KG70287,BARKING & DAGENHAM,16,546630,183640,2,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70287,BARKING & DAGENHAM,16,546630,183640,3,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70287,BARKING & DAGENHAM,16,546630,183640,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70288,BARKING & DAGENHAM,16,548710,185450,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70289,BARKING & DAGENHAM,16,547930,183560,1,1 Driver/Rider,1 Male,25-59,39,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70290,BARKING & DAGENHAM,16,547690,187440,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70291,BARKING & DAGENHAM,16,549820,186280,2,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70291,BARKING & DAGENHAM,16,549820,186280,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114KG70291,BARKING & DAGENHAM,16,549820,186280,3,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70292,BARKING & DAGENHAM,16,548550,183460,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114KG70293,BARKING & DAGENHAM,16,547280,183550,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70294,BARKING & DAGENHAM,16,548810,183550,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70295,BARKING & DAGENHAM,16,548060,189000,1,1 Driver/Rider,2 Female,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70295,BARKING & DAGENHAM,16,548060,189000,2,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70296,BARKING & DAGENHAM,16,545670,182060,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70299,BARKING & DAGENHAM,16,543900,184110,1,1 Driver/Rider,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70301,BARKING & DAGENHAM,16,548120,183560,2,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70301,BARKING & DAGENHAM,16,548120,183560,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70302,BARKING & DAGENHAM,16,548950,185110,1,3 Pedestrian,2 Female,25-59,31,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70303,BARKING & DAGENHAM,16,546270,183690,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70305,BARKING & DAGENHAM,16,546610,184510,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70306,BARKING & DAGENHAM,16,544620,184570,1,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70307,BARKING & DAGENHAM,16,544680,184610,3,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70307,BARKING & DAGENHAM,16,544680,184610,1,1 Driver/Rider,1 Male,60+,82,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70307,BARKING & DAGENHAM,16,544680,184610,2,2 Passenger,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70308,BARKING & DAGENHAM,16,547150,184730,1,3 Pedestrian,1 Male,60+,82,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114KG70309,BARKING & DAGENHAM,16,544820,184750,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70310,BARKING & DAGENHAM,16,548530,188090,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70311,BARKING & DAGENHAM,16,545130,183280,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70314,BARKING & DAGENHAM,16,549150,185390,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70315,BARKING & DAGENHAM,16,549530,185770,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70316,BARKING & DAGENHAM,16,545220,183925,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70316,BARKING & DAGENHAM,16,545220,183925,2,3 Pedestrian,1 Male,0-15,11,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114KG70317,BARKING & DAGENHAM,16,548580,187940,1,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70318,BARKING & DAGENHAM,16,546580,184070,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70319,BARKING & DAGENHAM,16,548740,187590,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70320,BARKING & DAGENHAM,16,543700,184040,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70322,BARKING & DAGENHAM,16,547700,183580,2,2 Passenger,1 Male,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70322,BARKING & DAGENHAM,16,547700,183580,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70322,BARKING & DAGENHAM,16,547700,183580,3,2 Passenger,1 Male,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70325,BARKING & DAGENHAM,16,548160,188040,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70326,BARKING & DAGENHAM,16,546090,183590,1,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70327,BARKING & DAGENHAM,16,544440,184620,2,2 Passenger,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70327,BARKING & DAGENHAM,16,544440,184620,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70328,BARKING & DAGENHAM,16,546920,186080,2,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114KG70328,BARKING & DAGENHAM,16,546920,186080,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70329,BARKING & DAGENHAM,16,544660,184590,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70331,BARKING & DAGENHAM,16,545900,183960,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70333,BARKING & DAGENHAM,16,546150,183610,1,1 Driver/Rider,2 Female,16-24,19,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0114KG70334,BARKING & DAGENHAM,16,547560,183560,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70335,BARKING & DAGENHAM,16,547650,184370,1,3 Pedestrian,2 Female,16-24,16,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0114KG70336,BARKING & DAGENHAM,16,544110,184690,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114KG70337,BARKING & DAGENHAM,16,547080,187010,2,2 Passenger,1 Male,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70337,BARKING & DAGENHAM,16,547080,187010,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70337,BARKING & DAGENHAM,16,547080,187010,3,3 Pedestrian,1 Male,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70338,BARKING & DAGENHAM,16,544440,184030,1,3 Pedestrian,1 Male,60+,70,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114KG70339,BARKING & DAGENHAM,16,548440,189080,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70339,BARKING & DAGENHAM,16,548440,189080,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70341,BARKING & DAGENHAM,16,546310,183640,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70342,BARKING & DAGENHAM,16,545310,183920,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70345,BARKING & DAGENHAM,16,549597,183405,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114KG70346,BARKING & DAGENHAM,16,547070,183050,2,1 Driver/Rider,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70346,BARKING & DAGENHAM,16,547070,183050,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114KG70347,BARKING & DAGENHAM,16,544540,183080,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70348,BARKING & DAGENHAM,16,549060,183600,3,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70348,BARKING & DAGENHAM,16,549060,183600,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70348,BARKING & DAGENHAM,16,549060,183600,2,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70348,BARKING & DAGENHAM,16,549060,183600,4,2 Passenger,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70349,BARKING & DAGENHAM,16,547570,184350,1,3 Pedestrian,1 Male,0-15,15,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114KG70350,BARKING & DAGENHAM,16,546650,185620,1,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70351,BARKING & DAGENHAM,16,545150,183290,1,1 Driver/Rider,1 Male,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70353,BARKING & DAGENHAM,16,548820,187330,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70353,BARKING & DAGENHAM,16,548820,187330,2,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70354,BARKING & DAGENHAM,16,545890,182710,1,2 Passenger,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70355,BARKING & DAGENHAM,16,548140,183560,3,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70355,BARKING & DAGENHAM,16,548140,183560,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70355,BARKING & DAGENHAM,16,548140,183560,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70356,BARKING & DAGENHAM,16,546990,183610,2,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70356,BARKING & DAGENHAM,16,546990,183610,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70356,BARKING & DAGENHAM,16,546990,183610,3,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70357,BARKING & DAGENHAM,16,548440,189068,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70358,BARKING & DAGENHAM,16,546980,185600,1,1 Driver/Rider,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70359,BARKING & DAGENHAM,16,547720,186900,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70359,BARKING & DAGENHAM,16,547720,186900,1,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70361,BARKING & DAGENHAM,16,549890,185990,1,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70362,BARKING & DAGENHAM,16,546300,183640,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70365,BARKING & DAGENHAM,16,548560,190520,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70366,BARKING & DAGENHAM,16,543810,183630,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114KG70367,BARKING & DAGENHAM,16,546610,184530,2,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70367,BARKING & DAGENHAM,16,546610,184530,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70368,BARKING & DAGENHAM,16,548520,188110,1,3 Pedestrian,2 Female,25-59,53,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0114KG70369,BARKING & DAGENHAM,16,548450,189070,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70370,BARKING & DAGENHAM,16,548550,188100,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70371,BARKING & DAGENHAM,16,544870,183210,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70372,BARKING & DAGENHAM,16,547880,183560,1,2 Passenger,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114KG70372,BARKING & DAGENHAM,16,547880,183560,2,2 Passenger,2 Female,60+,88,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114KG70373,BARKING & DAGENHAM,16,544460,184490,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70374,BARKING & DAGENHAM,16,546330,183650,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70375,BARKING & DAGENHAM,16,545190,183290,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70376,BARKING & DAGENHAM,16,543630,183990,2,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70376,BARKING & DAGENHAM,16,543630,183990,1,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70378,BARKING & DAGENHAM,16,549920,185820,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70378,BARKING & DAGENHAM,16,549920,185820,2,2 Passenger,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70379,BARKING & DAGENHAM,16,543850,184370,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70380,BARKING & DAGENHAM,16,543860,183690,1,1 Driver/Rider,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70381,BARKING & DAGENHAM,16,547020,183610,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70382,BARKING & DAGENHAM,16,548550,186860,1,3 Pedestrian,2 Female,0-15,12,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0114KG70383,BARKING & DAGENHAM,16,544720,184650,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114KG70383,BARKING & DAGENHAM,16,544720,184650,2,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70385,BARKING & DAGENHAM,16,549520,186510,1,3 Pedestrian,2 Female,0-15,10,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114KG70386,BARKING & DAGENHAM,16,549040,184800,1,3 Pedestrian,2 Female,25-59,42,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114KG70387,BARKING & DAGENHAM,16,548960,184910,1,2 Passenger,2 Female,60+,77,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70388,BARKING & DAGENHAM,16,546630,185000,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70388,BARKING & DAGENHAM,16,546630,185000,2,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70390,BARKING & DAGENHAM,16,544910,183210,1,2 Passenger,2 Female,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70391,BARKING & DAGENHAM,16,546990,183610,1,1 Driver/Rider,2 Female,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0114KG70392,BARKING & DAGENHAM,16,548980,186850,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70393,BARKING & DAGENHAM,16,544350,183840,2,3 Pedestrian,1 Male,0-15,12,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0114KG70393,BARKING & DAGENHAM,16,544350,183840,1,3 Pedestrian,2 Female,0-15,11,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0114KG70395,BARKING & DAGENHAM,16,548890,183550,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114KG70396,BARKING & DAGENHAM,16,549080,184170,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114KG70397,BARKING & DAGENHAM,16,549190,183550,1,2 Passenger,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70397,BARKING & DAGENHAM,16,549190,183550,2,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114KG70398,BARKING & DAGENHAM,16,545170,183290,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
